"Time","run_number","fill","last_lumi","last_era","last_delay_h","last_global","last_globaltag","last_endtime","last_re-tracking-efficiency-analysis-harvester","last_re-tracking-efficiency-analysis-worker","last_re-tracking-efficiency-analysis-worker-with-reco","last_re-tracking-efficiency-reference-harvester","last_re-tracking-efficiency-reference-worker","last_tracking-efficiency","last_tracking-efficiency-alcareco","last_tracking-efficiency-analysis-harvester","last_tracking-efficiency-analysis-worker","last_tracking-efficiency-reference-harvester","last_tracking-efficiency-reference-worker","last_re-alcareco","last_plotters","first_delay_h"
2019-01-21 16:46:14.577,370667,9066,37.1,Run2023D,4537,done,133X_dataRun3_Candidate_2023_12_22_12_12_40,2023-07-14T08:55:24Z,done,,done,done,done,,,,,,,,,4351
2019-01-21 16:46:14.577,370717,9067,38.4,Run2023D,4520,done,133X_dataRun3_Candidate_2023_12_22_12_12_40,2023-07-15T02:04:59Z,done,,done,done,done,,,,,,,,,4334
2019-01-21 16:46:14.577,370725,9068,174,Run2023D,4514,done,133X_dataRun3_Candidate_2023_12_22_12_12_40,2023-07-15T08:00:29Z,done,,done,done,done,,,,,,,,,4328
2019-01-21 16:46:14.577,370749,9070,617,Run2023D,4495,done,133X_dataRun3_Candidate_2023_12_22_12_12_40,2023-07-16T03:01:10Z,done,,done,done,done,,,,,,,,,4309
2019-01-21 16:46:14.577,370753,9070,72.9,Run2023D,4493,done,133X_dataRun3_Candidate_2023_12_22_12_12_40,2023-07-16T04:56:18Z,done,,done,done,done,,,,,,,,,4307
2019-01-21 16:46:14.577,370772,9072,540,Run2023D,4482,done,133X_dataRun3_Candidate_2023_12_22_12_12_40,2023-07-16T16:03:17Z,done,,done,done,done,,,,,,,,,4296
2019-01-21 16:46:14.577,370774,9072,54.6,Run2023D,4481,done,133X_dataRun3_Candidate_2023_12_22_12_12_40,2023-07-16T17:09:14Z,done,,done,done,done,,,,,,,,,4295
2019-01-21 16:46:14.577,370775,9072,52.9,Run2023D,4480,done,133X_dataRun3_Candidate_2023_12_22_12_12_40,2023-07-16T18:16:48Z,done,,done,done,done,,,,,,,,,4294
2019-01-21 16:46:14.577,370776,9072,94.6,Run2023D,4477,done,133X_dataRun3_Candidate_2023_12_22_12_12_40,2023-07-16T20:29:28Z,done,,done,done,done,,,,,,,,,4291
2019-01-21 16:46:14.577,370790,9073,4.48,Run2023D,4475,done,133X_dataRun3_Candidate_2023_12_22_12_12_40,2023-07-16T23:02:59Z,done,,done,done,done,,,,,,,,,4289

